Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,DaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
IL,Illinois,Midwest,Hancock,18891,97.419389,0.26696,0.968384,0.235553,48767,76.7,82.2,8.8,29.1,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25,6305.25
IL,Illinois,Midwest,Hardin,4258,96.550926,0.300926,1.296296,0.509259,37331,72.9,78.7,9.9,32.7,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64,9596.64
IL,Illinois,Midwest,Henderson,7043,97.299141,0.204611,1.077616,0.204611,50999,76.3,82.1,9.8,32.4,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63,6595.63
IL,Illinois,Midwest,Henry,50155,92.090877,1.509329,4.757755,0.362477,51025,76,81,7.7,30.7,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64,5553.64
IL,Illinois,Midwest,Iroquois,29240,92.425466,0.784037,5.330103,0.343226,46895,74.7,79.2,10.1,32.6,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65,8295.65
IL,Illinois,Midwest,Jackson,60071,75.967319,14.095453,3.990501,3.138596,34395,75,79.6,11.4,31.2,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29,7745.29
IL,Illinois,Midwest,Jasper,9614,98.133636,0.103114,0.814601,0.247474,52919,76.1,80.8,8.8,31,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72,6952.72
IL,Illinois,Midwest,Jefferson,38720,87.359312,8.226234,2.057846,0.63358,43073,74,78.9,8.1,33.3,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05,8082.05
IL,Illinois,Midwest,Jersey,22742,96.937133,0.387209,0.965847,0.33065,52493,76,80.5,8.2,31.7,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89,7046.89
IL,Illinois,Midwest,Jo Daviess,22549,95.603669,0.440956,2.685422,0.317488,51282,78.2,81.9,9.5,29.1,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71,4620.71
IL,Illinois,Midwest,Johnson,12760,87.871563,7.979653,2.988396,0.166905,45773,74,79.3,8.6,30.6,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96,7894.96
IL,Illinois,Midwest,Kane,522487,59.008207,5.398928,30.739284,3.397255,72131,79,82.1,12.1,25.7,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63,4868.63
IL,Illinois,Midwest,Kankakee,113040,73.352784,14.982944,8.961736,0.907897,56326,74.5,80.1,9.6,33.8,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07,7285.07
IL,Illinois,Midwest,Kendall,118105,74.219077,5.528343,15.599289,2.965939,90640,77.9,83.1,6.8,35.4,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3,4463.3
IL,Illinois,Midwest,Knox,52247,85.285058,7.069295,4.833803,0.625484,38992,74.5,78.5,9.4,25.2,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28,8179.28
IL,Illinois,Midwest,Lake,702120,65.206223,6.679679,19.899725,6.248241,78001,78.9,82.5,9.9,29.1,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94,4788.94
IL,Illinois,Midwest,LaSalle,112973,88.256206,1.846845,8.018504,0.662723,51205,,,8.9,28.5,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56,7816.56
IL,Illinois,Midwest,Lawrence,16604,86.086853,9.404147,3.285214,0.225747,41759,73.4,78.6,8.9,32,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98,10295.98
IL,Illinois,Midwest,Lee,35037,88.323943,4.743138,5.001249,0.677195,54472,76.6,79.9,8.5,32.9,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97,7242.97
IL,Illinois,Midwest,Livingston,38647,89.609756,4.844673,3.933248,0.505777,53918,75.4,80.7,7.7,31.4,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66,8329.66
IL,Illinois,Midwest,Logan,30013,87.728098,7.401419,2.946708,0.607161,54353,74.7,80.3,7.4,30.9,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45,7664.45
IL,Illinois,Midwest,McDonough,32537,88.859929,4.887771,2.658531,1.753956,42684,76.4,80.2,9.2,29.1,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02,5842.02
IL,Illinois,Midwest,McHenry,308145,83.74919,0.986203,11.41631,2.497733,76856,77.8,81.9,8.7,27.9,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63,5068.63
IL,Illinois,Midwest,McLean,172281,81.873776,7.221711,4.383978,4.23419,60460,77.3,81.4,6.5,29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29
IL,Illinois,Midwest,Macon,110122,78.381843,16.174346,1.870576,0.999386,47575,74.5,79.6,8.2,30.6,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89,7942.89
IL,Illinois,Midwest,Macoupin,47231,96.964304,0.751596,0.875118,0.270072,48544,76.2,79.7,8.2,33.1,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88,7022.88
IL,Illinois,Midwest,Madison,267883,86.717642,7.823026,2.71574,0.821072,54375,74.4,79.6,7.8,32.9,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48,7674.48
IL,Illinois,Midwest,Marion,38894,92.441109,3.89482,1.374344,0.567995,44289,72.4,78.2,9.4,35.9,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22,9211.22
IL,Illinois,Midwest,Marshall,12327,95.949367,0.348101,2.484177,0.34019,53732,75.5,79.5,8.4,32.3,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9,7369.9
IL,Illinois,Midwest,Mason,14327,97.477158,0.36138,0.797764,0.27274,46878,75.7,79.1,9.6,33.1,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18,9131.18
IL,Illinois,Midwest,Massac,15234,89.830838,5.77484,1.879577,0.265733,40590,74,79.3,9,34.3,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46,8693.46
IL,Illinois,Midwest,Menard,12722,96.969697,0.582448,0.952381,0.228257,61388,75.2,79.9,7.4,30.9,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14,6400.14
IL,Illinois,Midwest,Mercer,16219,96.823658,0.279908,1.868078,0.310332,54916,76.3,82.1,7.2,30.7,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58,6029.58
IL,Illinois,Midwest,Monroe,33357,97.068908,0.194192,1.365416,0.430864,73684,78,82.2,6,32.9,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18,5271.18
IL,Illinois,Midwest,Montgomery,29620,94.120383,3.152405,1.524714,0.368722,45288,73.9,79.6,8,29,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71,8454.71
IL,Illinois,Midwest,Morgan,35272,89.844431,5.918924,2.002982,0.458548,46406,75.8,80.1,8.7,31.2,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95,6025.95
IL,Illinois,Midwest,Moultrie,14933,97.831066,0.269433,0.868921,0.195339,52790,76.7,80.6,10.1,30.7,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66,6411.66
IL,Illinois,Midwest,Ogle,52848,88.649831,0.874815,8.862179,0.450493,57126,77.4,81.6,9.2,28.6,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16,5574.16
IL,Illinois,Midwest,Peoria,187254,72.720838,17.5448,3.808165,3.120208,52448,74.9,79.4,8.9,28.6,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9,7611.9
IL,Illinois,Midwest,Perry,22058,87.082774,8.304251,2.680089,0.389262,42032,73.9,79.8,8.7,30.4,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88,7231.88
IL,Illinois,Midwest,Piatt,16504,97.292127,0.334748,0.998266,0.292905,65971,76.7,80.6,6.9,30.4,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77,5472.77
IL,Illinois,Midwest,Pike,16308,96.177724,1.667681,1.046865,0.231284,39005,76,80.4,10.9,32.2,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98,5402.98
IL,Illinois,Midwest,Pope,4272,90.715884,6.017897,1.431767,0.246085,40722,72,77.5,10.7,30.8,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08,7561.08
IL,Illinois,Midwest,Pulaski,5998,63.901964,32.072715,1.57442,0.211005,33943,71.3,77.3,10.2,32.1,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88,9753.88
IL,Illinois,Midwest,Putnam,5886,94.139194,0.516151,4.195804,0.21645,62024,76.1,81.3,8.2,31.4,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2
IL,Illinois,Midwest,Randolph,32956,86.429084,9.693512,2.589915,0.304696,47862,75.2,80.3,8.3,30.3,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19,6887.19
IL,Illinois,Midwest,Richland,16176,96.550237,0.480503,1.26286,0.720754,43396,73.4,80.1,8.3,30.7,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15,7517.15
IL,Illinois,Midwest,Rock Island,147457,75.74858,8.750491,11.601806,1.61509,48024,76,80.4,10.5,30.8,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05,6926.05
IL,Illinois,Midwest,St. Clair,268858,62.897325,30.312232,3.253029,1.189753,50155,74.1,79,9,32.2,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94,8344.94
IL,Illinois,Midwest,Saline,24946,92.365432,3.909605,1.364749,0.401397,38329,72,77.5,10.2,32.1,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31,10496.31
IL,Illinois,Midwest,Sangamon,199271,82.539691,11.721571,1.762338,1.619528,55371,74.9,80.3,7.7,29.9,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81,7308.81
IL,Illinois,Midwest,Schuyler,7457,94.949629,3.181336,1.193001,0.1193,47092,75.7,79.1,10.1,30.7,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22,4552.22
IL,Illinois,Midwest,Scott,5290,97.964519,0.093371,0.802988,0.22409,51584,76,80.4,9.2,31.4,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77,7173.77
IL,Illinois,Midwest,Shelby,22196,98.027993,0.21464,0.804901,0.250414,48994,76.5,81.1,8.7,32.4,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21,6520.21
IL,Illinois,Midwest,Stark,5946,97.197197,0.467134,0.984318,0.316984,50219,75.5,79.5,9,32,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61,5886.61
IL,Illinois,Midwest,Stephenson,46959,85.120832,8.857496,2.94691,0.618306,48569,76.3,80.5,8.2,28.8,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53,7324.53
IL,Illinois,Midwest,Tazewell,135949,95.000517,0.997829,1.856803,0.731199,60490,75.9,80.3,6.3,29,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67,6034.67
IL,Illinois,Midwest,Union,17647,92.396676,0.847934,4.846137,0.292004,40957,75,79.4,10.6,31.3,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33,7904.33
IL,Illinois,Midwest,Vermilion,80727,80.355283,12.733844,4.21562,0.684839,42036,73.1,78,8.8,37.3,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62,9248.62
IL,Illinois,Midwest,Wabash,11727,96.241734,0.611032,1.322508,0.527329,49385,74.4,80.6,8.6,32.6,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95,7683.95
IL,Illinois,Midwest,Warren,17731,87.999096,1.620828,8.414751,0.525216,44180,73.9,81.2,10.1,33.8,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75,6655.75
IL,Illinois,Midwest,Washington,14598,96.901332,0.638761,1.338679,0.278608,54683,76,81.4,7.3,31,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75,6536.75
IL,Illinois,Midwest,Wayne,16574,97.494033,0.238663,1.050119,0.417661,46839,73.8,80.5,9.3,31,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29,7785.29
IL,Illinois,Midwest,White,14568,97.565632,0.252301,1.077395,0.211388,46927,73.6,79.3,9.2,31.4,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2,7908.2
IL,Illinois,Midwest,Whiteside,57846,85.922596,1.205169,11.034565,0.459845,49895,75.9,80.7,8.6,26.8,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92,6665.92
IL,Illinois,Midwest,Will,682518,67.237883,10.983382,15.617362,4.495248,75176,77.4,81.3,9.2,28.1,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82,5512.82
IL,Illinois,Midwest,Williamson,66674,91.503534,3.788598,1.960607,0.839399,46322,73.5,79,9,31.6,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73,8474.73
IL,Illinois,Midwest,Winnebago,292069,72.543402,11.974965,10.897631,2.276591,47708,74.7,80.2,10.8,31.5,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01,7691.01
IL,Illinois,Midwest,Woodford,38971,96.456652,0.481068,1.363025,0.537968,70127,78,81.7,6.2,31.9,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04,5057.04
IN,Indiana,Midwest,Adams,34365,94.573531,0.296624,4.106203,0.22683,50172,75.2,80.9,16.7,30.3,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63,6805.63
IN,Indiana,Midwest,Allen,360412,76.489394,11.538039,6.499047,2.704817,48651,76.1,80.2,14.5,28.5,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17,7044.17
IN,Indiana,Midwest,Bartholomew,79129,87.0081,1.770972,6.201005,3.414329,54101,74.6,79.2,13.6,32.3,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08,7136.08
IN,Indiana,Midwest,Benton,8804,93.720352,0.406596,4.867856,0.169415,46196,74.3,80.7,15.7,32.7,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18,8519.18
IN,Indiana,Midwest,Blackford,12502,97.156509,0.375999,0.916497,0.148833,39563,73.1,78.9,14,35.5,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06,9959.06
IN,Indiana,Midwest,Boone,58944,93.840042,0.85452,2.242232,1.66137,68352,77.3,80.6,9.7,27.7,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72,5694.72
IN,Indiana,Midwest,Brown,15083,96.844246,0.347723,1.167826,0.288676,52582,76.7,80.5,16.8,30.9,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01,6792.01
IN,Indiana,Midwest,Carroll,20095,95.202183,0.208385,3.527661,0.099231,55318,75.6,80.4,15.5,28.6,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1,7093.1
IN,Indiana,Midwest,Cass,38581,83.724272,1.33193,12.567366,1.0445,44430,74.1,79.3,17.5,34.3,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73,8397.73
IN,Indiana,Midwest,Clark,111951,85.172182,6.841026,4.8534,0.778358,52050,74.1,78.5,14,31.1,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4,7636.4
IN,Indiana,Midwest,Clay,26837,97.233172,0.316103,1.141688,0.223131,44385,74.6,79.2,14.2,32.5,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1,7719.1
IN,Indiana,Midwest,Clinton,33022,85.326872,0.415362,13.228389,0.195642,49945,74.6,79.6,15.3,30,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11,6717.11
IN,Indiana,Midwest,Crawford,10665,96.984972,0.196024,1.176141,0.186689,40657,72.8,79.4,15.7,34.5,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61,10582.61
IN,Indiana,Midwest,Daviess,32064,93.832154,0.52136,4.151921,0.508721,47670,73.7,79.2,18.9,33.3,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28,7471.28
IN,Indiana,Midwest,Dearborn,49831,96.880932,0.581453,1.003057,0.373649,59280,76.1,80.3,11.4,30,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52,6979.52
IN,Indiana,Midwest,Decatur,26042,96.332556,0.29526,1.655012,0.691531,50258,74.4,80,12.7,29.9,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3,6737.3
IN,Indiana,Midwest,DeKalb,42321,95.696658,0.333941,2.441797,0.440518,51911,75,79.3,13.6,31.1,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91,6946.91
IN,Indiana,Midwest,Delaware,117364,88.144913,6.841958,1.774439,0.958605,39449,73.7,79.2,14.8,31.7,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93,8464.93
IN,Indiana,Midwest,Dubois,42071,92.604264,0.260212,6.018286,0.451192,53211,76.9,80.3,12,27.6,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52,6209.52
IN,Indiana,Midwest,Elkhart,199619,77.21997,5.562389,14.115277,0.951108,50192,76.4,80.9,19.3,32.5,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87,6277.87
IN,Indiana,Midwest,Fayette,24029,96.354574,1.309882,0.918565,0.325411,40122,72.8,76.8,15.2,31.9,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89,10847.89
IN,Indiana,Midwest,Floyd,75283,89.175092,5.124836,2.644211,0.930569,53186,74.4,78.8,12.1,30.6,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24,7953.24
IN,Indiana,Midwest,Fountain,17119,96.276102,0.150812,2.163573,0.203016,45168,73.8,79.6,13.7,30.6,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51,8168.51
