Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,% Fair/Poor health,POPMaleLifeEx,POPUninsured,POPobesity,POPYPLS,POPDaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
GA,Georgia,Southeast,Bartow,100661,79.677906,10.008287,7.677946,0.703895,51440,73,78.1,18.8,34.3,8224.71,19.1,7348253,1892426.8,3452672.3,827907533.3,1922625.1,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71,8224.71
GA,Georgia,Southeast,Ben Hill,17538,57.638653,34.518544,5.818306,0.680504,31081,72.1,77.1,17.9,36.1,9595.05,27.6,1264489.8,313930.2,633121.8,168277986.9,484048.8,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05,9595.05
GA,Georgia,Southeast,Berrien,19041,83.220989,10.577621,4.588821,0.425179,35078,73.1,76.2,21.7,34,8485.29,29.8,1391897.1,413189.7,647394,161568406.9,567421.8,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29,8485.29
GA,Georgia,Southeast,Bibb,156462,42.105602,51.909712,2.821655,1.602088,36014,69.6,76.9,17,30.6,11183.29,16.1,10889755.2,2659854,4787737.2,1749759920,2519038.2,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29,11183.29
GA,Georgia,Southeast,Bleckley,12913,68.896884,27.045855,2.304218,0.834418,40454,71.5,76,17.3,30,10304.3,20.5,923279.5,223394.9,387390,133059425.9,264716.5,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3,10304.3
GA,Georgia,Southeast,Brantley,18587,93.411547,2.884145,1.863017,0.200967,36865,71.1,78.4,20.9,34.6,11051.69,24.2,1321535.7,388468.3,643110.2,205417762,449805.4,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69,11051.69
GA,Georgia,Southeast,Brooks,15403,58.024995,35.061257,5.251493,0.313981,32903,72.9,78,22.5,35.4,7935.05,18.5,1122878.7,346567.5,545266.2,122223575.2,284955.5,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05,7935.05
GA,Georgia,Southeast,Bryan,32214,77.55102,13.925181,4.419012,1.564516,66556,73,78.8,13.8,28.3,7642.43,10.6,2351622,444553.2,911656.2,246193240,341468.4,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43,7642.43
GA,Georgia,Southeast,Bulloch,72694,65.868664,27.417862,3.473518,1.442671,36315,73.7,78.4,19.1,34.6,8036.3,19.7,5357547.8,1388455.4,2515212.4,584190792.2,1432071.8,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3,8036.3
GA,Georgia,Southeast,Burke,23125,46.508835,49.189398,2.646252,0.291645,35055,70.6,77,18.4,32.3,11116.66,22.5,1632625,425500,746937.5,257072762.5,520312.5,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66,11116.66
GA,Georgia,Southeast,Butts,23524,68.484464,27.186641,2.523779,0.422744,41505,70.8,76,17.6,31.3,11580.76,0,1665499.2,414022.4,736301.2,272425798.2,0,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76,11580.76
GA,Georgia,Southeast,Calhoun,6504,33.61219,61.12937,3.913953,0.448163,30760,71.9,76.9,22.5,34.7,6518.98,0,467637.6,146340,225688.8,42399445.92,0,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98,6518.98
GA,Georgia,Southeast,Camden,51402,71.223249,19.046582,5.127393,1.39766,51793,75.5,79.1,13.6,31.5,6698.29,13,3880851,699067.2,1619163,344305502.6,668226,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29,6698.29
GA,Georgia,Southeast,Candler,11117,63.184215,24.268049,11.156574,0.518276,31829,71.3,76.3,22.8,32.2,10898.11,19.6,792642.1,253467.6,357967.4,121154288.9,217893.2,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11,10898.11
GA,Georgia,Southeast,Carroll,111580,72.86093,17.97027,6.152343,0.756376,43442,73,77.4,18.4,29.8,8667.75,19.1,8145340,2053072,3325084,967147545,2131178,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75
GA,Georgia,Southeast,Catoosa,65046,92.504144,2.120672,2.297395,1.191705,50728,74.9,80.6,16,26.5,7058.37,19.7,4871945.4,1040736,1723719,459118735,1281406.2,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37,7058.37
GA,Georgia,Southeast,Charlton,13295,66.683099,28.288555,2.547038,0.624435,34312,71.1,78.4,17.4,30.7,9239.57,18.2,945274.5,231333,408156.5,122840083.2,241969,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57,9239.57
GA,Georgia,Southeast,Chatham,276434,50.35002,39.706859,5.420024,2.349431,50154,74.1,79.4,18.6,28.8,8461.12,15.9,20483759.4,5141672.4,7961299.2,2338941246,4395300.6,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12,8461.12
GA,Georgia,Southeast,Chattahoochee,13037,62.918257,18.168102,12.407917,2.050235,45933,72.8,77.8,14.3,28,8957.29,0,949093.6,186429.1,365036,116776189.7,0,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29,8957.29
GA,Georgia,Southeast,Chattooga,25725,82.986738,11.0936,4.009225,0.415145,34830,70.9,76.3,19.3,35.6,9897.18,22.7,1823902.5,496492.5,915810,254604955.5,583957.5,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18,9897.18
GA,Georgia,Southeast,Cherokee,221315,81.29053,5.427206,9.594767,1.625409,71168,77.2,81,15.7,25.5,5603.02,11.3,17085518,3474645.5,5643532.5,1240032371,2500859.5,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02,5603.02
GA,Georgia,Southeast,Clarke,120266,57.125966,26.29933,10.446048,4.122042,31487,75.2,80.5,19.9,25.1,6610.25,15.1,9044003.2,2393293.4,3018676.6,794988326.5,1816016.6,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25,6610.25
GA,Georgia,Southeast,Clay,3116,37.32328,60.320452,0.816839,0.314169,27512,70,77,19.7,31.1,19239.54,0,218120,61385.2,96907.6,59950406.64,0,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54,19239.54
GA,Georgia,Southeast,Clayton,265888,14.112033,65.152029,13.663732,4.949041,42985,74.3,78.2,22.8,39.5,7779.63,16.9,19755478.4,6062246.4,10502576,2068510261,4493507.2,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63,7779.63
GA,Georgia,Southeast,Clinch,6718,66.725508,27.596352,3.471609,0.191233,31577,72.1,77.7,21.5,30.3,12215.14,20.7,484367.8,144437,203555.4,82061310.52,139062.6,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14,12215.14
GA,Georgia,Southeast,Cobb,707442,56.307279,24.423539,12.255878,4.422754,66970,77.7,81.5,17.3,22.4,5588.51,9.9,54968243.4,12238746.6,15846700.8,3953546691,7003675.8,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51,5588.51
GA,Georgia,Southeast,Coffee,43170,61.164888,26.50628,10.274813,0.713004,33125,72.3,77.6,22.4,32.3,8797.61,21.2,3121191,967008,1394391,379792823.7,915204,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61,8797.61
GA,Georgia,Southeast,Colquitt,46137,58.813574,22.293288,17.062288,0.635193,33509,72.8,77.9,26,36.8,8541.51,18.4,3358773.6,1199562,1697841.6,394079646.9,848920.8,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51,8541.51
GA,Georgia,Southeast,Columbia,131627,73.7725,14.57764,4.977711,3.809662,68067,76.4,80.5,11.9,29,6028.28,12.1,10056302.8,1566361.3,3817183,793484411.6,1592686.7,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28,6028.28
GA,Georgia,Southeast,Cook,16923,64.902394,27.213572,5.949338,0.656519,32408,70.8,75.3,22.7,28.7,10261.85,21.8,1198148.4,384152.1,485690.1,173661287.6,368921.4,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85,10261.85
GA,Georgia,Southeast,Coweta,130929,72.734984,17.078631,6.670751,1.488411,60809,75.7,80.6,14.1,27,6018.32,17.2,9911325.3,1846098.9,3535083,787972619.3,2251978.8,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32,6018.32
GA,Georgia,Southeast,Crawford,12600,73.491686,22.216944,2.383215,0.253365,43111,72.9,78.9,19,28.4,7145.71,18.1,918540,239400,357840,90035946,228060,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71,7145.71
GA,Georgia,Southeast,Crisp,23606,52.118264,42.804727,3.191262,0.78075,31176,71.5,77.5,17.3,30.1,10863.99,28.6,1687829,408383.8,710540.6,256455347.9,675131.6,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99,10863.99
GA,Georgia,Southeast,Dade,16490,94.967835,0.853725,1.755546,0.685384,42953,72.2,77.5,17,32.2,10752.68,16.8,1190578,280330,530978,177311693.2,277032,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68,10752.68
GA,Georgia,Southeast,Dawson,22422,93.35871,0.434393,4.120018,0.555307,57491,76.1,79.7,18.5,28.8,7625.87,0,1706314.2,414807,645753.6,170987257.1,0,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87,7625.87
GA,Georgia,Southeast,Decatur,27509,52.492637,40.823217,5.042741,0.495654,33968,71,76.4,20.8,30.9,10831.5,20.3,1953139,572187.2,850028.1,297963733.5,558432.7,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5,10831.5
GA,Georgia,Southeast,DeKalb,707089,29.396887,53.61566,9.802672,5.08359,50597,76,80.9,19.4,26.5,7046.65,11.6,53738764,13717526.6,18737858.5,4982608702,8202232.4,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65,7046.65
GA,Georgia,Southeast,Dodge,21329,65.484493,29.597174,3.358414,0.463388,32293,71.8,76.8,19.2,31.2,9601.22,23.4,1531422.2,409516.8,665464.8,204784421.4,499098.6,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22,9601.22
GA,Georgia,Southeast,Dooly,14318,43.310095,49.477142,5.778254,0.623408,31103,72.6,77.5,23.3,34.1,5441.09,15.5,1039486.8,333609.4,488243.8,77905526.62,221929,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09,5441.09
GA,Georgia,Southeast,Dougherty,94501,28.884894,66.830223,2.192143,0.760324,32150,72.5,78.5,18.6,37,9770.05,18.8,6851322.5,1757718.6,3496537,923279495.1,1776618.8,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05,9770.05
GA,Georgia,Southeast,Douglas,133971,49.025324,38.811054,8.402378,1.416886,54581,75,78.4,17.2,33.9,7170.13,16.3,10047825,2304301.2,4541616.9,960589486.2,2183727.3,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13,7170.13
GA,Georgia,Southeast,Early,10594,47.692587,49.427689,1.553416,0.336119,34906,70,77,18.5,30.6,12401.71,27.8,741580,195989,324176.4,131383715.7,294513.2,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71,12401.71
GA,Georgia,Southeast,Echols,3988,63.336639,4.040654,29.325731,0.297471,34444,72.1,77.7,30.5,29.2,8112.48,0,287534.8,121634,116449.6,32352570.24,0,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48,8112.48
GA,Georgia,Southeast,Effingham,53293,80.97799,13.362679,2.872727,0.813397,61195,74.7,78.4,14.6,33.7,7599.75,16.3,3980987.1,778077.8,1795974.1,405013476.8,868675.9,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75,7599.75
GA,Georgia,Southeast,Elbert,19684,64.246752,29.286919,4.7952,0.60002,35351,73.3,78.6,21,32.4,9408.12,23.5,1442837.2,413364,637761.6,185189434.1,462574,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12,9408.12
GA,Georgia,Southeast,Emanuel,22898,60.770865,33.37021,4.075582,0.681476,30119,70.3,75.9,19.4,33.6,10945.42,21.1,1609729.4,444221.2,769372.8,250628227.2,483147.8,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42,10945.42
GA,Georgia,Southeast,Evans,10689,56.618182,28.772727,13.1,0.545455,33293,71.3,76.3,21.2,35.3,8781.46,27,762125.7,226606.8,377321.7,93865025.94,288603,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46,8781.46
GA,Georgia,Southeast,Fannin,23492,96.11097,0.316696,1.819948,0.304028,37813,75.4,78.8,22.5,26.1,9785.6,24.6,1771296.8,528570,613141.2,229883315.2,577903.2,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6,9785.6
GA,Georgia,Southeast,Fayette,107524,67.752681,19.815703,6.343427,3.852975,79069,79,81.6,11.8,29.2,5093.26,8.7,8494396,1268783.2,3139700.8,547647688.2,935458.8,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26,5093.26
GA,Georgia,Southeast,Floyd,96177,73.672353,14.009988,9.330648,1.271842,41814,73.4,76.7,19.1,28.5,9307.19,21.6,7059391.8,1836980.7,2741044.5,895137612.6,2077423.2,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19,9307.19
GA,Georgia,Southeast,Forsyth,187928,80.304368,2.442582,9.429608,6.196193,86413,79.2,82.6,11.7,26.1,4052.15,6.6,14883897.6,2198757.6,4904920.8,761512445.2,1240324.8,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15,4052.15
GA,Georgia,Southeast,Franklin,21894,85.641188,8.245789,3.921391,0.547908,38055,71.5,78.1,19.8,26.6,10592.16,14.9,1565421,433501.2,582380.4,231904751,326220.6,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16,10592.16
GA,Georgia,Southeast,Fulton,977773,40.845292,43.500463,7.882631,5.573002,55516,74.8,79.6,16.5,22.4,7874.44,11.1,73137420.4,16133254.5,21902115.2,7699414822,10853280.3,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44,7874.44
GA,Georgia,Southeast,Gilmer,28190,88.639898,0.346388,9.462039,0.229747,40010,74.5,79.9,25.8,26.5,7332.25,19.7,2100155,727302,747035,206696127.5,555343,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25,7332.25
GA,Georgia,Southeast,Glascock,3142,89.227774,8.144062,1.070733,0.032446,39643,71.6,76.5,15.1,30.5,10609.21,0,224967.2,47444.2,95831,33334137.82,0,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21,10609.21
GA,Georgia,Southeast,Glynn,81022,64.805466,25.776756,6.437596,1.122749,46737,72.7,79.1,18.4,27.7,9166.22,12.7,5890299.4,1490804.8,2244309.4,742665476.8,1028979.4,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22,9166.22
GA,Georgia,Southeast,Gordon,55766,79.924256,3.524445,14.021672,0.945892,43880,72.7,77.4,22.5,29.3,8620.03,18.4,4054188.2,1254735,1633943.8,480704593,1026094.4,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03,8620.03
GA,Georgia,Southeast,Grady,25440,59.489824,28.503458,9.995602,0.375835,35237,73.3,78.5,24.5,31.1,9286.33,28.8,1864752,623280,791184,236244235.2,732672,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33,9286.33
GA,Georgia,Southeast,Greene,16092,54.839315,38.001751,5.583344,0.337627,42823,74.8,79.3,21,30.2,8867.73,19.2,1203681.6,337932,485978.4,142699511.2,308966.4,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73,8867.73
GA,Georgia,Southeast,Gwinnett,842046,43.996866,22.863181,20.120548,10.525368,59858,78.2,82.1,20.2,27.4,5231.4,11.4,65847997.2,17009329.2,23072060.4,4405079444,9599324.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4,5231.4
GA,Georgia,Southeast,Habersham,43520,80.437257,3.280593,12.390511,2.218815,40994,75.3,80.2,22.5,31.5,6993.4,17.1,3277056,979200,1370880,304352768,744192,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4,6993.4
GA,Georgia,Southeast,Hall,185416,63.611674,7.099686,26.104717,1.77033,52238,76.4,81.1,21.6,25.7,6704.78,14.6,14165782.4,4004985.6,4765191.2,1243173488,2707073.6,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78,6704.78
GA,Georgia,Southeast,Hancock,8996,23.45954,73.804221,1.474175,0.498462,26309,71.6,76.5,17.1,36,8192.29,0,644113.6,153831.6,323856,73697840.84,0,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29,8192.29
GA,Georgia,Southeast,Haralson,28400,92.133426,4.66296,1.104934,0.482974,40387,70.8,74.9,16.8,28.6,11287.5,19.5,2010720,477120,812240,320565000,553800,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5,11287.5
GA,Georgia,Southeast,Harris,32550,77.591806,17.040345,2.722958,0.874344,66249,75.2,81,12.5,29.7,8439.5,12.9,2447760,406875,966735,274705725,419895,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5,8439.5
GA,Georgia,Southeast,Hart,25518,76.202753,18.605481,3.117439,0.83687,38564,73.7,78.8,18.7,29.5,8300.64,0,1880676.6,477186.6,752781,211815731.5,0,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64,8300.64
GA,Georgia,Southeast,Heard,11633,86.107825,9.734663,1.884401,0.473213,41348,72.7,77.3,17.9,30.8,10268.71,0,845719.1,208230.7,358296.4,119455903.4,0,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71,10268.71
GA,Georgia,Southeast,Henry,209053,52.511745,36.315846,5.792901,2.894244,60388,74.9,79.1,14.5,29.7,7111.36,12.4,15658069.7,3031268.5,6208874.1,1486651142,2592257.2,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36,7111.36
GA,Georgia,Southeast,Houston,146136,60.54539,28.259471,6.08649,2.401716,53027,74.5,79.6,14.6,32.3,7709.7,11.8,10887132,2133585.6,4720192.8,1126664719,1724404.8,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7,7709.7
GA,Georgia,Southeast,Irwin,9600,70.444538,25.781086,2.390438,0.639547,35955,70.8,78.1,17.7,29.8,10284.49,15,679680,169920,286080,98731104,144000,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49,10284.49
GA,Georgia,Southeast,Jackson,60571,83.814169,6.695875,6.176738,1.696288,51931,73.9,79.2,16.3,28.6,8056.36,19,4476196.9,987307.3,1732330.6,487981781.6,1150849,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36,8056.36
GA,Georgia,Southeast,Jasper,13630,72.625899,21.798561,3.669065,0.215827,41818,72.9,79.5,19.1,30.6,8681.57,0,993627,260333,417078,118329799.1,0,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57,8681.57
GA,Georgia,Southeast,Jeff Davis,15156,73.374038,14.680117,10.465888,0.464561,35235,69.8,77.2,21.1,30.4,11167.52,23.2,1057888.8,319791.6,460742.4,169254933.1,351619.2,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52,11167.52
GA,Georgia,Southeast,Jefferson,16432,41.435322,54.264619,3.053751,0.378027,30835,69.7,75.9,19.6,38.4,10069.74,19.5,1145310.4,322067.2,630988.8,165465967.7,320424,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74,10069.74
GA,Georgia,Southeast,Jenkins,9213,54.052758,40.203837,4.004796,0.431655,30678,70.6,76.5,20.2,32.3,11626.27,0,650437.8,186102.6,297579.9,107112825.5,0,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27,11626.27
GA,Georgia,Southeast,Johnson,9897,62.314629,34.679359,1.863727,0.220441,29818,72.9,77.1,18.1,34.4,9053.88,25.9,721491.3,179135.7,340456.8,89606250.36,256332.3,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88,9053.88
GA,Georgia,Southeast,Jones,28577,72.656877,24.336391,1.098748,0.648784,51749,74.7,79.5,14.9,32.7,6842.55,17.3,2134701.9,425797.3,934467.9,195539551.4,494382.1,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55,6842.55
GA,Georgia,Southeast,Lamar,18057,65.201725,30.68734,1.861659,0.37124,40339,72.6,77.6,16.8,33,10485.28,0,1310938.2,303357.6,595881,189332701,0,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28,10485.28
GA,Georgia,Southeast,Lanier,10400,68.456043,23.486803,4.57432,1.002183,37113,70.6,75.6,19.6,32,9833.8,21.8,734240,203840,332800,102271520,226720,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8,9833.8
